unsupervised_model,supervised_model,gene_set,normalization,task,group,label_type,num_genes,num_features,num_samples,num_classes,score,score_units
no embedding,k nearest neighbor,O,tpm,BRCA stage,test,binary,17970,17970,1134,2,0.4930325943940005,AUC
no embedding,k nearest neighbor,O,tpm,SKCM stage,train,binary,17970,17970,249,2,0.5819739200150915,AUC
no embedding,k nearest neighbor,O,tpm,LIHC stage,train,binary,17970,17970,374,2,0.5790331196581197,AUC
no embedding,k nearest neighbor,O,tpm,THCA stage,train,binary,17970,17970,513,2,0.5784123083553242,AUC
no embedding,k nearest neighbor,O,tpm,LUAD stage,train,binary,17970,17970,542,2,0.6031822420311217,AUC
no embedding,k nearest neighbor,O,tpm,CESC grade,train,binary,17970,17970,306,2,0.5879469715711134,AUC
no embedding,k nearest neighbor,O,tpm,LIHC grade,train,binary,17970,17970,374,2,0.5789,AUC
no embedding,k nearest neighbor,O,tpm,COAD stage,train,binary,17970,17970,505,2,0.5554358025420447,AUC
no embedding,k nearest neighbor,O,tpm,UCEC stage,train,binary,17970,17970,554,2,0.515669847312029,AUC
no embedding,k nearest neighbor,O,tpm,HNSC grade,test,binary,17970,17970,504,2,0.6808065123282515,AUC
no embedding,k nearest neighbor,O,tpm,STAD grade,train,binary,17970,17970,416,2,0.5919255702280912,AUC
no embedding,k nearest neighbor,O,tpm,GSE65832 lesional,train,binary,17970,17970,40,2,0.625,AUC
no embedding,k nearest neighbor,O,tpm,LGG grade,train,binary,17970,17970,532,2,0.6461874428855561,AUC
no embedding,k nearest neighbor,O,tpm,KIRC stage,train,binary,17970,17970,544,2,0.6242198517557733,AUC
no embedding,k nearest neighbor,O,tpm,UCEC grade,train,binary,17970,17970,554,2,0.7095903010033445,AUC
no embedding,k nearest neighbor,O,tpm,GSE67785 lesional,test,binary,17970,17970,28,2,1.0,AUC
no embedding,k nearest neighbor,O,tpm,GSE66207 disease type,train,multiclass,17970,17970,20,3,0.4333333333333333,class accuracy
no embedding,k nearest neighbor,O,tpm,GSE50244 diabetic,validate,multiclass,17970,17970,76,3,0.6191666666666665,class accuracy
no embedding,k nearest neighbor,O,tpm,GSE47944 lesional,validate,multiclass,17970,17970,63,3,0.7608391608391608,class accuracy
no embedding,k nearest neighbor,O,clr,GSE72819 remission,validate,binary,17970,17970,69,2,0.6795454545454546,AUC
no embedding,k nearest neighbor,O,clr,STAD stage,train,binary,17970,17970,416,2,0.5537484099330789,AUC
no embedding,k nearest neighbor,O,clr,KIRC grade,train,binary,17970,17970,544,2,0.5207632798295874,AUC
no embedding,k nearest neighbor,O,clr,LUSC stage,validate,binary,17970,17970,504,2,0.570251300520208,AUC
no embedding,k nearest neighbor,O,clr,PAAD grade,train,binary,17970,17970,179,2,0.5736894586894585,AUC
no embedding,k nearest neighbor,O,clr,BRCA stage,test,binary,17970,17970,1134,2,0.5824024501410574,AUC
no embedding,k nearest neighbor,O,clr,SKCM stage,train,binary,17970,17970,249,2,0.5770809752876815,AUC
no embedding,k nearest neighbor,O,clr,LIHC stage,train,binary,17970,17970,374,2,0.5445184676434678,AUC
no embedding,k nearest neighbor,O,clr,THCA stage,train,binary,17970,17970,513,2,0.5895178996274847,AUC
no embedding,k nearest neighbor,O,clr,LUAD stage,train,binary,17970,17970,542,2,0.5381158440878967,AUC
no embedding,k nearest neighbor,O,clr,CESC grade,train,binary,17970,17970,306,2,0.6095960376852826,AUC
no embedding,k nearest neighbor,O,clr,LIHC grade,train,binary,17970,17970,374,2,0.6282599999999999,AUC
no embedding,k nearest neighbor,O,clr,COAD stage,train,binary,17970,17970,505,2,0.6050983451117804,AUC
no embedding,k nearest neighbor,O,clr,UCEC stage,train,binary,17970,17970,554,2,0.6239773007281779,AUC
no embedding,k nearest neighbor,O,clr,HNSC grade,test,binary,17970,17970,504,2,0.6011363636363635,AUC
no embedding,k nearest neighbor,O,clr,STAD grade,train,binary,17970,17970,416,2,0.6555090036014406,AUC
no embedding,k nearest neighbor,O,clr,GSE65832 lesional,train,binary,17970,17970,40,2,0.69375,AUC
no embedding,k nearest neighbor,O,clr,LGG grade,train,binary,17970,17970,532,2,0.6624133204321884,AUC
no embedding,k nearest neighbor,O,clr,KIRC stage,train,binary,17970,17970,544,2,0.6982228639544642,AUC
no embedding,k nearest neighbor,O,clr,UCEC grade,train,binary,17970,17970,554,2,0.8287306647157191,AUC
no embedding,k nearest neighbor,O,clr,GSE67785 lesional,test,binary,17970,17970,28,2,1.0,AUC
no embedding,k nearest neighbor,O,clr,GSE66207 disease type,train,multiclass,17970,17970,20,3,0.4,class accuracy
no embedding,k nearest neighbor,O,clr,GSE50244 diabetic,validate,multiclass,17970,17970,76,3,0.6333333333333333,class accuracy
no embedding,k nearest neighbor,O,clr,GSE47944 lesional,validate,multiclass,17970,17970,63,3,0.9356643356643356,class accuracy
no embedding,k nearest neighbor,O,z-score,GSE72819 remission,validate,binary,17970,17970,69,2,0.5492424242424242,AUC
no embedding,k nearest neighbor,O,z-score,STAD stage,train,binary,17970,17970,416,2,0.5625642940102871,AUC
no embedding,k nearest neighbor,O,z-score,KIRC grade,train,binary,17970,17970,544,2,0.5585086200479463,AUC
no embedding,k nearest neighbor,O,z-score,LUSC stage,validate,binary,17970,17970,504,2,0.5571156462585034,AUC
no embedding,k nearest neighbor,O,z-score,PAAD grade,train,binary,17970,17970,179,2,0.6204843304843305,AUC
no embedding,k nearest neighbor,O,z-score,BRCA stage,test,binary,17970,17970,1134,2,0.5729901062875924,AUC
no embedding,k nearest neighbor,O,z-score,SKCM stage,train,binary,17970,17970,249,2,0.5502340360309375,AUC
no embedding,k nearest neighbor,O,z-score,LIHC stage,train,binary,17970,17970,374,2,0.5611706349206349,AUC
no embedding,k nearest neighbor,O,z-score,THCA stage,train,binary,17970,17970,513,2,0.5286625607329875,AUC
no embedding,k nearest neighbor,O,z-score,LUAD stage,train,binary,17970,17970,542,2,0.5902689133109054,AUC
no embedding,k nearest neighbor,O,z-score,CESC grade,train,binary,17970,17970,306,2,0.6095801894571918,AUC
no embedding,k nearest neighbor,O,z-score,LIHC grade,train,binary,17970,17970,374,2,0.6023733333333332,AUC
no embedding,k nearest neighbor,O,z-score,COAD stage,train,binary,17970,17970,505,2,0.5804588344914926,AUC
no embedding,k nearest neighbor,O,z-score,UCEC stage,train,binary,17970,17970,554,2,0.6383847320525784,AUC
no embedding,k nearest neighbor,O,z-score,HNSC grade,test,binary,17970,17970,504,2,0.5962944664031621,AUC
no embedding,k nearest neighbor,O,z-score,STAD grade,train,binary,17970,17970,416,2,0.6466206482593038,AUC
no embedding,k nearest neighbor,O,z-score,GSE65832 lesional,train,binary,17970,17970,40,2,0.725,AUC
no embedding,k nearest neighbor,O,z-score,LGG grade,train,binary,17970,17970,532,2,0.6635394828791055,AUC
no embedding,k nearest neighbor,O,z-score,KIRC stage,train,binary,17970,17970,544,2,0.7225456163535673,AUC
no embedding,k nearest neighbor,O,z-score,UCEC grade,train,binary,17970,17970,554,2,0.8148583821070234,AUC
no embedding,k nearest neighbor,O,z-score,GSE67785 lesional,test,binary,17970,17970,28,2,1.0,AUC
no embedding,k nearest neighbor,O,z-score,GSE66207 disease type,train,multiclass,17970,17970,20,3,0.6,class accuracy
no embedding,k nearest neighbor,O,z-score,GSE50244 diabetic,validate,multiclass,17970,17970,76,3,0.67,class accuracy
no embedding,k nearest neighbor,O,z-score,GSE47944 lesional,validate,multiclass,17970,17970,63,3,0.827972027972028,class accuracy
no embedding,k nearest neighbor,O,z-ternary,GSE72819 remission,validate,binary,17970,17970,69,2,0.4742424242424242,AUC
no embedding,k nearest neighbor,O,z-ternary,STAD stage,train,binary,17970,17970,416,2,0.5630178087495161,AUC
no embedding,k nearest neighbor,O,z-ternary,KIRC grade,train,binary,17970,17970,544,2,0.5533346028618946,AUC
no embedding,k nearest neighbor,O,z-ternary,LUSC stage,validate,binary,17970,17970,504,2,0.5179743897559024,AUC
no embedding,k nearest neighbor,O,z-ternary,PAAD grade,train,binary,17970,17970,179,2,0.617037037037037,AUC
no embedding,k nearest neighbor,O,z-ternary,BRCA stage,test,binary,17970,17970,1134,2,0.5746434423094592,AUC
no embedding,k nearest neighbor,O,z-ternary,SKCM stage,train,binary,17970,17970,249,2,0.5801723731371439,AUC
no embedding,k nearest neighbor,O,z-ternary,LIHC stage,train,binary,17970,17970,374,2,0.5495032051282052,AUC
no embedding,k nearest neighbor,O,z-ternary,THCA stage,train,binary,17970,17970,513,2,0.5283127889060093,AUC
no embedding,k nearest neighbor,O,z-ternary,LUAD stage,train,binary,17970,17970,542,2,0.5802368840269885,AUC
no embedding,k nearest neighbor,O,z-ternary,CESC grade,train,binary,17970,17970,306,2,0.6385723967674768,AUC
no embedding,k nearest neighbor,O,z-ternary,LIHC grade,train,binary,17970,17970,374,2,0.6115666666666666,AUC
no embedding,k nearest neighbor,O,z-ternary,COAD stage,train,binary,17970,17970,505,2,0.5783984592872563,AUC
no embedding,k nearest neighbor,O,z-ternary,UCEC stage,train,binary,17970,17970,554,2,0.6216221574575229,AUC
no embedding,k nearest neighbor,O,z-ternary,HNSC grade,test,binary,17970,17970,504,2,0.5954239600978731,AUC
no embedding,k nearest neighbor,O,z-ternary,STAD grade,train,binary,17970,17970,416,2,0.6396530612244897,AUC
no embedding,k nearest neighbor,O,z-ternary,GSE65832 lesional,train,binary,17970,17970,40,2,0.7375,AUC
no embedding,k nearest neighbor,O,z-ternary,LGG grade,train,binary,17970,17970,532,2,0.662970354243939,AUC
no embedding,k nearest neighbor,O,z-ternary,KIRC stage,train,binary,17970,17970,544,2,0.7033817513171996,AUC
no embedding,k nearest neighbor,O,z-ternary,UCEC grade,train,binary,17970,17970,554,2,0.8303276546822742,AUC
no embedding,k nearest neighbor,O,z-ternary,GSE67785 lesional,test,binary,17970,17970,28,2,0.9666666666666666,AUC
no embedding,k nearest neighbor,O,z-ternary,GSE66207 disease type,train,multiclass,17970,17970,20,3,0.7333333333333333,class accuracy
no embedding,k nearest neighbor,O,z-ternary,GSE50244 diabetic,validate,multiclass,17970,17970,76,3,0.5525,class accuracy
no embedding,k nearest neighbor,O,z-ternary,GSE47944 lesional,validate,multiclass,17970,17970,63,3,0.7916083916083917,class accuracy
no embedding,k nearest neighbor,OT,tpm,GSE72819 remission,validate,binary,1530,1530,69,2,0.44696969696969696,AUC
no embedding,k nearest neighbor,OT,tpm,STAD stage,train,binary,1530,1530,416,2,0.5339914827719705,AUC
no embedding,k nearest neighbor,OT,tpm,KIRC grade,train,binary,1530,1530,544,2,0.5851536537439875,AUC
no embedding,k nearest neighbor,OT,tpm,LUSC stage,validate,binary,1530,1530,504,2,0.5483689475790315,AUC
no embedding,k nearest neighbor,OT,tpm,PAAD grade,train,binary,1530,1530,179,2,0.5364387464387464,AUC
no embedding,k nearest neighbor,OT,tpm,BRCA stage,test,binary,1530,1530,1134,2,0.5515781091372569,AUC
no embedding,k nearest neighbor,OT,tpm,SKCM stage,train,binary,1530,1530,249,2,0.5587931522354272,AUC
no embedding,k nearest neighbor,OT,tpm,LIHC stage,train,binary,1530,1530,374,2,0.5475679181929183,AUC
no embedding,k nearest neighbor,OT,tpm,THCA stage,train,binary,1530,1530,513,2,0.5137424212906387,AUC
no embedding,k nearest neighbor,OT,tpm,LUAD stage,train,binary,1530,1530,542,2,0.54361091499113,AUC
no embedding,k nearest neighbor,OT,tpm,CESC grade,train,binary,1530,1530,306,2,0.5942843300966871,AUC
no embedding,k nearest neighbor,OT,tpm,LIHC grade,train,binary,1530,1530,374,2,0.5796366666666666,AUC
no embedding,k nearest neighbor,OT,tpm,COAD stage,train,binary,1530,1530,505,2,0.5519313372310479,AUC
no embedding,k nearest neighbor,OT,tpm,UCEC stage,train,binary,1530,1530,554,2,0.6199725694119913,AUC
no embedding,k nearest neighbor,OT,tpm,HNSC grade,test,binary,1530,1530,504,2,0.5539455110107283,AUC
no embedding,k nearest neighbor,OT,tpm,STAD grade,train,binary,1530,1530,416,2,0.6332412965186074,AUC
no embedding,k nearest neighbor,OT,tpm,GSE65832 lesional,train,binary,1530,1530,40,2,0.66875,AUC
no embedding,k nearest neighbor,OT,tpm,LGG grade,train,binary,1530,1530,532,2,0.6592592592592592,AUC
no embedding,k nearest neighbor,OT,tpm,KIRC stage,train,binary,1530,1530,544,2,0.6941476900188542,AUC
no embedding,k nearest neighbor,OT,tpm,UCEC grade,train,binary,1530,1530,554,2,0.7746765259197325,AUC
no embedding,k nearest neighbor,OT,tpm,GSE67785 lesional,test,binary,1530,1530,28,2,0.9666666666666666,AUC
no embedding,k nearest neighbor,OT,tpm,GSE66207 disease type,train,multiclass,1530,1530,20,3,0.6333333333333333,class accuracy
no embedding,k nearest neighbor,OT,tpm,GSE50244 diabetic,validate,multiclass,1530,1530,76,3,0.6316666666666666,class accuracy
no embedding,k nearest neighbor,OT,tpm,GSE47944 lesional,validate,multiclass,1530,1530,63,3,0.8713286713286713,class accuracy
no embedding,k nearest neighbor,OT,clr,GSE72819 remission,validate,binary,1530,1530,69,2,0.5651515151515152,AUC
no embedding,k nearest neighbor,OT,clr,STAD stage,train,binary,1530,1530,416,2,0.5539433659642718,AUC
no embedding,k nearest neighbor,OT,clr,KIRC grade,train,binary,1530,1530,544,2,0.5196094619136333,AUC
no embedding,k nearest neighbor,OT,clr,LUSC stage,validate,binary,1530,1530,504,2,0.5556390556222489,AUC
no embedding,k nearest neighbor,OT,clr,PAAD grade,train,binary,1530,1530,179,2,0.4845014245014244,AUC
no embedding,k nearest neighbor,OT,clr,BRCA stage,test,binary,1530,1530,1134,2,0.578026317754776,AUC
no embedding,k nearest neighbor,OT,clr,SKCM stage,train,binary,1530,1530,249,2,0.5137627334465196,AUC
no embedding,k nearest neighbor,OT,clr,LIHC stage,train,binary,1530,1530,374,2,0.5454761904761904,AUC
no embedding,k nearest neighbor,OT,clr,THCA stage,train,binary,1530,1530,513,2,0.5753739321915827,AUC
no embedding,k nearest neighbor,OT,clr,LUAD stage,train,binary,1530,1530,542,2,0.5961633071548319,AUC
no embedding,k nearest neighbor,OT,clr,CESC grade,train,binary,1530,1530,306,2,0.603821742222772,AUC
no embedding,k nearest neighbor,OT,clr,LIHC grade,train,binary,1530,1530,374,2,0.62434,AUC
no embedding,k nearest neighbor,OT,clr,COAD stage,train,binary,1530,1530,505,2,0.5948868744135384,AUC
no embedding,k nearest neighbor,OT,clr,UCEC stage,train,binary,1530,1530,554,2,0.6377850331234617,AUC
no embedding,k nearest neighbor,OT,clr,HNSC grade,test,binary,1530,1530,504,2,0.5807124035384904,AUC
no embedding,k nearest neighbor,OT,clr,STAD grade,train,binary,1530,1530,416,2,0.6294765906362544,AUC
no embedding,k nearest neighbor,OT,clr,GSE65832 lesional,train,binary,1530,1530,40,2,0.6,AUC
no embedding,k nearest neighbor,OT,clr,LGG grade,train,binary,1530,1530,532,2,0.6788965489437186,AUC
no embedding,k nearest neighbor,OT,clr,KIRC stage,train,binary,1530,1530,544,2,0.6759457860319229,AUC
no embedding,k nearest neighbor,OT,clr,UCEC grade,train,binary,1530,1530,554,2,0.8370103469899666,AUC
no embedding,k nearest neighbor,OT,clr,GSE67785 lesional,test,binary,1530,1530,28,2,0.9444444444444444,AUC
no embedding,k nearest neighbor,OT,clr,GSE66207 disease type,train,multiclass,1530,1530,20,3,0.4333333333333333,class accuracy
no embedding,k nearest neighbor,OT,clr,GSE50244 diabetic,validate,multiclass,1530,1530,76,3,0.6716666666666666,class accuracy
no embedding,k nearest neighbor,OT,clr,GSE47944 lesional,validate,multiclass,1530,1530,63,3,0.7608391608391608,class accuracy
no embedding,k nearest neighbor,OT,z-score,GSE72819 remission,validate,binary,1530,1530,69,2,0.4742424242424242,AUC
no embedding,k nearest neighbor,OT,z-score,STAD stage,train,binary,1530,1530,416,2,0.564692218350755,AUC
no embedding,k nearest neighbor,OT,z-score,KIRC grade,train,binary,1530,1530,544,2,0.5510942418467205,AUC
no embedding,k nearest neighbor,OT,z-score,LUSC stage,validate,binary,1530,1530,504,2,0.5880936374549821,AUC
no embedding,k nearest neighbor,OT,z-score,PAAD grade,train,binary,1530,1530,179,2,0.5948148148148148,AUC
no embedding,k nearest neighbor,OT,z-score,BRCA stage,test,binary,1530,1530,1134,2,0.5769835979094615,AUC
no embedding,k nearest neighbor,OT,z-score,SKCM stage,train,binary,1530,1530,249,2,0.5605475382003396,AUC
no embedding,k nearest neighbor,OT,z-score,LIHC stage,train,binary,1530,1530,374,2,0.5387774725274725,AUC
no embedding,k nearest neighbor,OT,z-score,THCA stage,train,binary,1530,1530,513,2,0.5770103873332978,AUC
no embedding,k nearest neighbor,OT,z-score,LUAD stage,train,binary,1530,1530,542,2,0.6068489902711989,AUC
no embedding,k nearest neighbor,OT,z-score,CESC grade,train,binary,1530,1530,306,2,0.5820507864844251,AUC
no embedding,k nearest neighbor,OT,z-score,LIHC grade,train,binary,1530,1530,374,2,0.6022466666666666,AUC
no embedding,k nearest neighbor,OT,z-score,COAD stage,train,binary,1530,1530,505,2,0.5546175285602735,AUC
no embedding,k nearest neighbor,OT,z-score,UCEC stage,train,binary,1530,1530,554,2,0.6168406745913735,AUC
no embedding,k nearest neighbor,OT,z-score,HNSC grade,test,binary,1530,1530,504,2,0.5742071334462641,AUC
no embedding,k nearest neighbor,OT,z-score,STAD grade,train,binary,1530,1530,416,2,0.6192424969987995,AUC
no embedding,k nearest neighbor,OT,z-score,GSE65832 lesional,train,binary,1530,1530,40,2,0.725,AUC
no embedding,k nearest neighbor,OT,z-score,LGG grade,train,binary,1530,1530,532,2,0.6930085201311618,AUC
no embedding,k nearest neighbor,OT,z-score,KIRC stage,train,binary,1530,1530,544,2,0.7198609203419262,AUC
no embedding,k nearest neighbor,OT,z-score,UCEC grade,train,binary,1530,1530,554,2,0.785535639632107,AUC
no embedding,k nearest neighbor,OT,z-score,GSE67785 lesional,test,binary,1530,1530,28,2,1.0,AUC
no embedding,k nearest neighbor,OT,z-score,GSE66207 disease type,train,multiclass,1530,1530,20,3,0.5833333333333333,class accuracy
no embedding,k nearest neighbor,OT,z-score,GSE50244 diabetic,validate,multiclass,1530,1530,76,3,0.5925,class accuracy
no embedding,k nearest neighbor,OT,z-score,GSE47944 lesional,validate,multiclass,1530,1530,63,3,0.8405594405594407,class accuracy
no embedding,k nearest neighbor,OT,z-ternary,GSE72819 remission,validate,binary,1530,1530,69,2,0.4818181818181818,AUC
no embedding,k nearest neighbor,OT,z-ternary,STAD stage,train,binary,1530,1530,416,2,0.5606437697030031,AUC
no embedding,k nearest neighbor,OT,z-ternary,KIRC grade,train,binary,1530,1530,544,2,0.5615809046589149,AUC
no embedding,k nearest neighbor,OT,z-ternary,LUSC stage,validate,binary,1530,1530,504,2,0.6055734293717487,AUC
no embedding,k nearest neighbor,OT,z-ternary,PAAD grade,train,binary,1530,1530,179,2,0.5566809116809116,AUC
no embedding,k nearest neighbor,OT,z-ternary,BRCA stage,test,binary,1530,1530,1134,2,0.5889159281120566,AUC
no embedding,k nearest neighbor,OT,z-ternary,SKCM stage,train,binary,1530,1530,249,2,0.5844805225429164,AUC
no embedding,k nearest neighbor,OT,z-ternary,LIHC stage,train,binary,1530,1530,374,2,0.5339331501831502,AUC
no embedding,k nearest neighbor,OT,z-ternary,THCA stage,train,binary,1530,1530,513,2,0.5653787731198602,AUC
no embedding,k nearest neighbor,OT,z-ternary,LUAD stage,train,binary,1530,1530,542,2,0.6021548624316002,AUC
no embedding,k nearest neighbor,OT,z-ternary,CESC grade,train,binary,1530,1530,306,2,0.6140970633104501,AUC
no embedding,k nearest neighbor,OT,z-ternary,LIHC grade,train,binary,1530,1530,374,2,0.5995299999999999,AUC
no embedding,k nearest neighbor,OT,z-ternary,COAD stage,train,binary,1530,1530,505,2,0.5871300944244309,AUC
no embedding,k nearest neighbor,OT,z-ternary,UCEC stage,train,binary,1530,1530,554,2,0.5988139492399589,AUC
no embedding,k nearest neighbor,OT,z-ternary,HNSC grade,test,binary,1530,1530,504,2,0.591320816864295,AUC
no embedding,k nearest neighbor,OT,z-ternary,STAD grade,train,binary,1530,1530,416,2,0.587436974789916,AUC
no embedding,k nearest neighbor,OT,z-ternary,GSE65832 lesional,train,binary,1530,1530,40,2,0.65,AUC
no embedding,k nearest neighbor,OT,z-ternary,LGG grade,train,binary,1530,1530,532,2,0.6611017040262324,AUC
no embedding,k nearest neighbor,OT,z-ternary,KIRC stage,train,binary,1530,1530,544,2,0.6949125044994335,AUC
no embedding,k nearest neighbor,OT,z-ternary,UCEC grade,train,binary,1530,1530,554,2,0.8012473871237458,AUC
no embedding,k nearest neighbor,OT,z-ternary,GSE67785 lesional,test,binary,1530,1530,28,2,1.0,AUC
no embedding,k nearest neighbor,OT,z-ternary,GSE66207 disease type,train,multiclass,1530,1530,20,3,0.5166666666666666,class accuracy
no embedding,k nearest neighbor,OT,z-ternary,GSE50244 diabetic,validate,multiclass,1530,1530,76,3,0.6966666666666667,class accuracy
no embedding,k nearest neighbor,OT,z-ternary,GSE47944 lesional,validate,multiclass,1530,1530,63,3,0.8,class accuracy
no embedding,proportional hazard,all,tpm,ECSA PFI,train,survival,57992,57992,184,2,0.4656412334289546,C-index
no embedding,proportional hazard,all,tpm,SARC OS,train,survival,57992,57992,259,2,0.483841033392998,C-index
no embedding,proportional hazard,all,tpm,LUSC OS,test,survival,57992,57992,495,2,0.5466280799248469,C-index
no embedding,proportional hazard,all,tpm,CESC OS,train,survival,57992,57992,304,2,0.559324114859396,C-index
no embedding,proportional hazard,all,tpm,KIRP PFI,train,survival,57992,57992,288,2,0.4991218848812974,C-index
no embedding,proportional hazard,all,tpm,OV PFI,train,survival,57992,57992,420,2,0.4915356889305217,C-index
no embedding,proportional hazard,all,tpm,CESC PFI,train,survival,57992,57992,304,2,0.5624594578759784,C-index
no embedding,proportional hazard,all,tpm,LUSC PFI,test,survival,57992,57992,496,2,0.5351869959469455,C-index
no embedding,proportional hazard,all,tpm,SARC PFI,train,survival,57992,57992,259,2,0.5312652371187893,C-index
no embedding,proportional hazard,all,tpm,HNSC PFI,validate,survival,57992,57992,501,2,0.5679616989626092,C-index
no embedding,proportional hazard,all,tpm,LUAD PFI,train,survival,57992,57992,507,2,0.5348481434693523,C-index
no embedding,proportional hazard,all,tpm,KIRP OS,train,survival,57992,57992,289,2,0.5351835475661176,C-index
no embedding,proportional hazard,all,tpm,COAD PFI,train,survival,57992,57992,455,2,0.5239999131709079,C-index
no embedding,proportional hazard,all,tpm,UCEC OS,train,survival,57992,57992,540,2,0.586380145783826,C-index
no embedding,proportional hazard,all,tpm,PAAD PFI,train,survival,57992,57992,178,2,0.570959100106314,C-index
no embedding,proportional hazard,all,tpm,COAD OS,train,survival,57992,57992,455,2,0.5465906725751065,C-index
no embedding,proportional hazard,all,tpm,OV OS,train,survival,57992,57992,420,2,0.5428630820097857,C-index
no embedding,proportional hazard,all,tpm,UCEC PFI,train,survival,57992,57992,540,2,0.604788992389061,C-index
no embedding,proportional hazard,all,tpm,STAD PFI,train,survival,57992,57992,411,2,0.5526121960664546,C-index
no embedding,proportional hazard,all,tpm,BLCA PFI,test,survival,57992,57992,408,2,0.5747626769909668,C-index
no embedding,proportional hazard,all,tpm,LUAD OS,train,survival,57992,57992,507,2,0.5310874001118243,C-index
no embedding,proportional hazard,all,tpm,STAD OS,train,survival,57992,57992,409,2,0.5943632026144477,C-index
no embedding,proportional hazard,all,tpm,ECSA OS,train,survival,57992,57992,184,2,0.5372857959996457,C-index
no embedding,proportional hazard,all,tpm,PAAD OS,train,survival,57992,57992,178,2,0.5732900124336862,C-index
no embedding,proportional hazard,all,tpm,BLCA OS,test,survival,57992,57992,407,2,0.5874866807287282,C-index
no embedding,proportional hazard,all,tpm,HNSC OS,validate,survival,57992,57992,501,2,0.6180005996951337,C-index
no embedding,proportional hazard,all,clr,ECSA PFI,train,survival,57992,57992,184,2,0.5358869861741721,C-index
no embedding,proportional hazard,all,clr,SARC OS,train,survival,57992,57992,259,2,0.4924901767786555,C-index
no embedding,proportional hazard,all,clr,LUSC OS,test,survival,57992,57992,495,2,0.559048754391291,C-index
no embedding,proportional hazard,all,clr,CESC OS,train,survival,57992,57992,304,2,0.5437510867214839,C-index
no embedding,proportional hazard,all,clr,KIRP PFI,train,survival,57992,57992,288,2,0.5504163450907458,C-index
no embedding,proportional hazard,all,clr,OV PFI,train,survival,57992,57992,420,2,0.5683090209346296,C-index
no embedding,proportional hazard,all,clr,CESC PFI,train,survival,57992,57992,304,2,0.5681967785343638,C-index
no embedding,proportional hazard,all,clr,LUSC PFI,test,survival,57992,57992,496,2,0.5375041768253356,C-index
no embedding,proportional hazard,all,clr,SARC PFI,train,survival,57992,57992,259,2,0.5227596396536507,C-index
no embedding,proportional hazard,all,clr,HNSC PFI,validate,survival,57992,57992,501,2,0.5994156374103364,C-index
no embedding,proportional hazard,all,clr,LUAD PFI,train,survival,57992,57992,507,2,0.5562581859174798,C-index
no embedding,proportional hazard,all,clr,KIRP OS,train,survival,57992,57992,289,2,0.5581359597584349,C-index
no embedding,proportional hazard,all,clr,COAD PFI,train,survival,57992,57992,455,2,0.5615059862044272,C-index
no embedding,proportional hazard,all,clr,UCEC OS,train,survival,57992,57992,540,2,0.602188509897299,C-index
no embedding,proportional hazard,all,clr,PAAD PFI,train,survival,57992,57992,178,2,0.5476450674831241,C-index
no embedding,proportional hazard,all,clr,COAD OS,train,survival,57992,57992,455,2,0.567862113810586,C-index
no embedding,proportional hazard,all,clr,OV OS,train,survival,57992,57992,420,2,0.5453800326592015,C-index
no embedding,proportional hazard,all,clr,UCEC PFI,train,survival,57992,57992,540,2,0.587182651839723,C-index
no embedding,proportional hazard,all,clr,STAD PFI,train,survival,57992,57992,411,2,0.592254071271543,C-index
no embedding,proportional hazard,all,clr,BLCA PFI,test,survival,57992,57992,408,2,0.62308219112957,C-index
no embedding,proportional hazard,all,clr,LUAD OS,train,survival,57992,57992,507,2,0.5648627465852036,C-index
no embedding,proportional hazard,all,clr,STAD OS,train,survival,57992,57992,409,2,0.6198881517690458,C-index
no embedding,proportional hazard,all,clr,ECSA OS,train,survival,57992,57992,184,2,0.5350441994033561,C-index
no embedding,proportional hazard,all,clr,PAAD OS,train,survival,57992,57992,178,2,0.5232564611758671,C-index
no embedding,proportional hazard,all,clr,BLCA OS,test,survival,57992,57992,407,2,0.6093838506860851,C-index
no embedding,proportional hazard,all,clr,HNSC OS,validate,survival,57992,57992,501,2,0.6418782968465215,C-index
no embedding,proportional hazard,all,z-score,ECSA PFI,train,survival,57992,57992,184,2,0.4635827654081391,C-index
no embedding,proportional hazard,all,z-score,SARC OS,train,survival,57992,57992,259,2,0.4902404377808701,C-index
no embedding,proportional hazard,all,z-score,LUSC OS,test,survival,57992,57992,495,2,0.5593214395197182,C-index
no embedding,proportional hazard,all,z-score,CESC OS,train,survival,57992,57992,304,2,0.5729978955262711,C-index
no embedding,proportional hazard,all,z-score,KIRP PFI,train,survival,57992,57992,288,2,0.5363090210411798,C-index
no embedding,proportional hazard,all,z-score,OV PFI,train,survival,57992,57992,420,2,0.5210464979673575,C-index
no embedding,proportional hazard,all,z-score,CESC PFI,train,survival,57992,57992,304,2,0.5820193759507301,C-index
no embedding,proportional hazard,all,z-score,LUSC PFI,test,survival,57992,57992,496,2,0.5382990863896964,C-index
no embedding,proportional hazard,all,z-score,SARC PFI,train,survival,57992,57992,259,2,0.5218362654400963,C-index
no embedding,proportional hazard,all,z-score,HNSC PFI,validate,survival,57992,57992,501,2,0.5837457569315958,C-index
no embedding,proportional hazard,all,z-score,LUAD PFI,train,survival,57992,57992,507,2,0.5666407964528775,C-index
no embedding,proportional hazard,all,z-score,KIRP OS,train,survival,57992,57992,289,2,0.5523959086828629,C-index
